 -2.00000E-03  0.00000E+00  8.68021E+00  0.00000E+00  1.49000E+01  0.00000E+00
 -1.96000E-03  0.00000E+00  8.68021E+00  0.00000E+00  2.10037E+01  0.00000E+00
 -1.92000E-03  0.00000E+00  8.68021E+00  0.00000E+00  2.94029E+01  0.00000E+00
 -1.88000E-03  0.00000E+00  8.68021E+00  0.00000E+00  4.08764E+01  0.00000E+00
 -1.84000E-03  0.00000E+00  8.68021E+00  0.00000E+00  5.64344E+01  0.00000E+00
 -1.80000E-03  0.00000E+00  8.68021E+00  0.00000E+00  7.73753E+01  0.00000E+00
 -1.76000E-03  0.00000E+00  8.68021E+00  0.00000E+00  1.05353E+02  0.00000E+00
 -1.72000E-03  0.00000E+00  8.68021E+00  0.00000E+00  1.42457E+02  0.00000E+00
 -1.68000E-03  0.00000E+00  8.68021E+00  0.00000E+00  1.91295E+02  0.00000E+00
 -1.64000E-03  0.00000E+00  8.68021E+00  0.00000E+00  2.55102E+02  0.00000E+00
 -1.60000E-03  0.00000E+00  8.68021E+00  0.00000E+00  3.37840E+02  0.00000E+00
 -1.56000E-03  0.00000E+00  8.68021E+00  0.00000E+00  4.44320E+02  0.00000E+00
 -1.52000E-03  0.00000E+00  8.68021E+00  0.00000E+00  5.80321E+02  0.00000E+00
 -1.48000E-03  0.00000E+00  8.68021E+00  0.00000E+00  7.52711E+02  0.00000E+00
 -1.44000E-03  0.00000E+00  8.68021E+00  0.00000E+00  9.69564E+02  0.00000E+00
 -1.40000E-03  0.00000E+00  8.68021E+00  0.00000E+00  1.24026E+03  0.00000E+00
 -1.36000E-03  0.00000E+00  8.68021E+00  0.00000E+00  1.57556E+03  0.00000E+00
 -1.32000E-03  0.00000E+00  8.68021E+00  0.00000E+00  1.98768E+03  0.00000E+00
 -1.28000E-03  0.00000E+00  8.68021E+00  0.00000E+00  2.49027E+03  0.00000E+00
 -1.24000E-03  0.00000E+00  8.68021E+00  0.00000E+00  3.09836E+03  0.00000E+00
 -1.20000E-03  0.00000E+00  8.68021E+00  0.00000E+00  3.82831E+03  0.00000E+00
 -1.16000E-03  0.00000E+00  8.68021E+00  0.00000E+00  4.69752E+03  0.00000E+00
 -1.12000E-03  0.00000E+00  8.68021E+00  0.00000E+00  5.72425E+03  0.00000E+00
 -1.08000E-03  0.00000E+00  8.68021E+00  0.00000E+00  6.92718E+03  0.00000E+00
 -1.04000E-03  0.00000E+00  8.68021E+00  0.00000E+00  8.32495E+03  0.00000E+00
 -1.00000E-03  0.00000E+00  8.68021E+00  0.00000E+00  9.93561E+03  0.00000E+00
 -9.60000E-04  0.00000E+00  8.68021E+00  0.00000E+00  1.17759E+04  0.00000E+00
 -9.20000E-04  0.00000E+00  8.68021E+00  0.00000E+00  1.38607E+04  0.00000E+00
 -8.80000E-04  0.00000E+00  8.68021E+00  0.00000E+00  1.62017E+04  0.00000E+00
 -8.40000E-04  0.00000E+00  8.68021E+00  0.00000E+00  1.88072E+04  0.00000E+00
 -8.00000E-04  0.00000E+00  8.68021E+00  0.00000E+00  2.16808E+04  0.00000E+00
 -7.60000E-04  0.00000E+00  8.68021E+00  0.00000E+00  2.48207E+04  0.00000E+00
 -7.20000E-04  0.00000E+00  8.68021E+00  0.00000E+00  2.82190E+04  0.00000E+00
 -6.80000E-04  0.00000E+00  8.68021E+00  0.00000E+00  3.18608E+04  0.00000E+00
 -6.40000E-04  0.00000E+00  8.68021E+00  0.00000E+00  3.57239E+04  0.00000E+00
 -6.00000E-04  0.00000E+00  8.68021E+00  0.00000E+00  3.97786E+04  0.00000E+00
 -5.60000E-04  0.00000E+00  8.68021E+00  0.00000E+00  4.39873E+04  0.00000E+00
 -5.20000E-04  0.00000E+00  8.68021E+00  0.00000E+00  4.83051E+04  0.00000E+00
 -4.80000E-04  0.00000E+00  8.68021E+00  0.00000E+00  5.26801E+04  0.00000E+00
 -4.40000E-04  0.00000E+00  8.68021E+00  0.00000E+00  5.70542E+04  0.00000E+00
 -4.00000E-04  0.00000E+00  8.68021E+00  0.00000E+00  6.13644E+04  0.00000E+00
 -3.60000E-04  0.00000E+00  8.68021E+00  0.00000E+00  6.55440E+04  0.00000E+00
 -3.20000E-04  0.00000E+00  8.68021E+00  0.00000E+00  6.95244E+04  0.00000E+00
 -2.80000E-04  0.00000E+00  8.68021E+00  0.00000E+00  7.32368E+04  0.00000E+00
 -2.40000E-04  0.00000E+00  8.68021E+00  0.00000E+00  7.66142E+04  0.00000E+00
 -2.00000E-04  0.00000E+00  8.68021E+00  0.00000E+00  7.95934E+04  0.00000E+00
 -1.60000E-04  0.00000E+00  8.68021E+00  0.00000E+00  8.21168E+04  0.00000E+00
 -1.20000E-04  0.00000E+00  8.68021E+00  0.00000E+00  8.41347E+04  0.00000E+00
 -8.00000E-05  0.00000E+00  8.68021E+00  0.00000E+00  8.56063E+04  0.00000E+00
 -4.00000E-05  0.00000E+00  8.68021E+00  0.00000E+00  8.65016E+04  0.00000E+00
  0.00000E+00  0.00000E+00  8.68021E+00  0.00000E+00  8.68021E+04  0.00000E+00
  4.00000E-05  0.00000E+00  8.68021E+00  0.00000E+00  8.65016E+04  0.00000E+00
  8.00000E-05  0.00000E+00  8.68021E+00  0.00000E+00  8.56063E+04  0.00000E+00
  1.20000E-04  0.00000E+00  8.68021E+00  0.00000E+00  8.41347E+04  0.00000E+00
  1.60000E-04  0.00000E+00  8.68021E+00  0.00000E+00  8.21168E+04  0.00000E+00
  2.00000E-04  0.00000E+00  8.68021E+00  0.00000E+00  7.95934E+04  0.00000E+00
  2.40000E-04  0.00000E+00  8.68021E+00  0.00000E+00  7.66142E+04  0.00000E+00
  2.80000E-04  0.00000E+00  8.68021E+00  0.00000E+00  7.32368E+04  0.00000E+00
  3.20000E-04  0.00000E+00  8.68021E+00  0.00000E+00  6.95244E+04  0.00000E+00
  3.60000E-04  0.00000E+00  8.68021E+00  0.00000E+00  6.55440E+04  0.00000E+00
  4.00000E-04  0.00000E+00  8.68021E+00  0.00000E+00  6.13644E+04  0.00000E+00
  4.40000E-04  0.00000E+00  8.68021E+00  0.00000E+00  5.70542E+04  0.00000E+00
  4.80000E-04  0.00000E+00  8.68021E+00  0.00000E+00  5.26801E+04  0.00000E+00
  5.20000E-04  0.00000E+00  8.68021E+00  0.00000E+00  4.83051E+04  0.00000E+00
  5.60000E-04  0.00000E+00  8.68021E+00  0.00000E+00  4.39873E+04  0.00000E+00
  6.00000E-04  0.00000E+00  8.68021E+00  0.00000E+00  3.97786E+04  0.00000E+00
  6.40000E-04  0.00000E+00  8.68021E+00  0.00000E+00  3.57239E+04  0.00000E+00
  6.80000E-04  0.00000E+00  8.68021E+00  0.00000E+00  3.18608E+04  0.00000E+00
  7.20000E-04  0.00000E+00  8.68021E+00  0.00000E+00  2.82190E+04  0.00000E+00
  7.60000E-04  0.00000E+00  8.68021E+00  0.00000E+00  2.48207E+04  0.00000E+00
  8.00000E-04  0.00000E+00  8.68021E+00  0.00000E+00  2.16808E+04  0.00000E+00
  8.40000E-04  0.00000E+00  8.68021E+00  0.00000E+00  1.88072E+04  0.00000E+00
  8.80000E-04  0.00000E+00  8.68021E+00  0.00000E+00  1.62017E+04  0.00000E+00
  9.20000E-04  0.00000E+00  8.68021E+00  0.00000E+00  1.38607E+04  0.00000E+00
  9.60000E-04  0.00000E+00  8.68021E+00  0.00000E+00  1.17759E+04  0.00000E+00
  1.00000E-03  0.00000E+00  8.68021E+00  0.00000E+00  9.93561E+03  0.00000E+00
  1.04000E-03  0.00000E+00  8.68021E+00  0.00000E+00  8.32495E+03  0.00000E+00
  1.08000E-03  0.00000E+00  8.68021E+00  0.00000E+00  6.92718E+03  0.00000E+00
  1.12000E-03  0.00000E+00  8.68021E+00  0.00000E+00  5.72425E+03  0.00000E+00
  1.16000E-03  0.00000E+00  8.68021E+00  0.00000E+00  4.69752E+03  0.00000E+00
  1.20000E-03  0.00000E+00  8.68021E+00  0.00000E+00  3.82831E+03  0.00000E+00
  1.24000E-03  0.00000E+00  8.68021E+00  0.00000E+00  3.09836E+03  0.00000E+00
  1.28000E-03  0.00000E+00  8.68021E+00  0.00000E+00  2.49027E+03  0.00000E+00
  1.32000E-03  0.00000E+00  8.68021E+00  0.00000E+00  1.98768E+03  0.00000E+00
  1.36000E-03  0.00000E+00  8.68021E+00  0.00000E+00  1.57556E+03  0.00000E+00
  1.40000E-03  0.00000E+00  8.68021E+00  0.00000E+00  1.24026E+03  0.00000E+00
  1.44000E-03  0.00000E+00  8.68021E+00  0.00000E+00  9.69564E+02  0.00000E+00
  1.48000E-03  0.00000E+00  8.68021E+00  0.00000E+00  7.52711E+02  0.00000E+00
  1.52000E-03  0.00000E+00  8.68021E+00  0.00000E+00  5.80321E+02  0.00000E+00
  1.56000E-03  0.00000E+00  8.68021E+00  0.00000E+00  4.44320E+02  0.00000E+00
  1.60000E-03  0.00000E+00  8.68021E+00  0.00000E+00  3.37840E+02  0.00000E+00
  1.64000E-03  0.00000E+00  8.68021E+00  0.00000E+00  2.55102E+02  0.00000E+00
  1.68000E-03  0.00000E+00  8.68021E+00  0.00000E+00  1.91295E+02  0.00000E+00
  1.72000E-03  0.00000E+00  8.68021E+00  0.00000E+00  1.42457E+02  0.00000E+00
  1.76000E-03  0.00000E+00  8.68021E+00  0.00000E+00  1.05353E+02  0.00000E+00
  1.80000E-03  0.00000E+00  8.68021E+00  0.00000E+00  7.73753E+01  0.00000E+00
  1.84000E-03  0.00000E+00  8.68021E+00  0.00000E+00  5.64344E+01  0.00000E+00
  1.88000E-03  0.00000E+00  8.68021E+00  0.00000E+00  4.08764E+01  0.00000E+00
  1.92000E-03  0.00000E+00  8.68021E+00  0.00000E+00  2.94029E+01  0.00000E+00
  1.96000E-03  0.00000E+00  8.68021E+00  0.00000E+00  2.10037E+01  0.00000E+00
  2.00000E-03  0.00000E+00  8.68021E+00  0.00000E+00  1.49000E+01  0.00000E+00
 -2.00000E-03  2.00000E-01  1.41838E-06  0.00000E+00  3.94893E-01  0.00000E+00
 -1.96000E-03  2.00000E-01  7.61915E-06  0.00000E+00  6.41411E+00  0.00000E+00
 -1.92000E-03  2.00000E-01  2.87802E-05  0.00000E+00  1.45253E+01  0.00000E+00
 -1.88000E-03  2.00000E-01  7.05310E-05  0.00000E+00  2.54316E+01  0.00000E+00
 -1.84000E-03  2.00000E-01  1.40160E-04  0.00000E+00  4.00459E+01  0.00000E+00
 -1.80000E-03  2.00000E-01  2.47475E-04  0.00000E+00  5.95371E+01  0.00000E+00
 -1.76000E-03  2.00000E-01  4.05512E-04  0.00000E+00  8.53896E+01  0.00000E+00
